INSTNM,STABBR,LATITUDE,LONGITUDE,ICLEVEL
Academy of Career Training,FL,28.306092,-81.43956899999998,3
Miami Regional College,FL,25.810667000000002,-80.26700699999998,1
Paul Mitchell the School-Miami,FL,25.68739,-80.313201,3
Aveda Institute-South Florida,FL,26.070447,-80.251766,3
Aveda Institute-Tallahassee,FL,30.442037,-84.317892,3
Shear Excellence Hair Academy,FL,28.027145,-82.503396,3
Carlson College of Massage Therapy,IA,42.103958,-91.356196,3
MyComputerCareer.edu-Indianapolis,IN,39.917444,-86.219424,3
Z Hair Academy,KS,38.867002,-94.666351,3
DiGrigoli School of Cosmetology,MA,42.146311,-72.63027199999998,3
Millennium Training Institute,MA,42.49567800000001,-71.12749000000002,3
Elevate Salon Institute,MI,42.525165,-83.164514,3
Lakewood School of Therapeutic Massage,MI,42.972359999999995,-82.425714,3
The Salon Professional Academy-Battle Creek,MI,42.297776,-85.224127,3
Academy of Hair Design-Springfield,MO,37.180584,-93.261354,3
Corinth Academy of Cosmetology,MS,34.934036,-88.520546,2
Southeastern Institute-Charlotte,NC,35.167928,-80.887233,3
Yeshivas Be'er Yitzchok,NJ,40.682465,-74.213255,1
Yeshiva Toras Chaim,NJ,40.098692,-74.18214300000002,1
Talmudical Seminary of Bobov,NY,40.634485,-73.995378,1
Center for Allied Health Education,NY,40.608783,-73.958977,2
Monroe 2 Orleans BOCES-Center for Workforce Development,NY,43.152896999999996,-77.744927,3
Aveda Fredric's Institute-Cincinnati,OH,39.35541,-84.361091,3
MyComputerCareer.edu-Columbus,OH,40.147019,-82.941874,2
CDE Career Institute,PA,41.033423,-75.303611,3
Instituto Educativo Premier,PR,18.010734,-66.61498,3
Elite College of Cosmetology,TN,35.657876,-88.409149,3
Memphis Institute of Barbering,TN,35.158149,-90.014448,3
Manuel and Theresa's School of Hair Design-Bryan,TX,30.66707700000001,-96.370573,3
Southwest University at El Paso,TX,31.788346,-106.41315800000001,1
Paul Mitchell the School-Austin,TX,30.386375,-97.74029300000001,3
Aveda Institute-Provo,UT,40.236621,-111.65833500000001,3
Dixie Technical College,UT,37.098418,-113.591475,3
Dominion School of Hair Design,VA,37.259374,-76.49383,3
Victoria's Academy of Cosmetology,WA,46.206992,-119.11814199999999,3
Inland Massage Institute,WA,47.744223,-117.39733000000001,3
Wisconsin Academy,WI,45.054091,-87.727785,3
The Art Institute of Pittsburgh-Online Division,PA,40.44751,-79.98906099999998,1
University of South Florida-Sarasota-Manatee,FL,27.391579999999998,-82.562725,1
Paul Mitchell the School-San Antonio,TX,29.490885,-98.584823,3
CEM College-Bayamon,PR,18.398651,-66.155406,1
Bryant & Stratton College-Wauwatosa,WI,43.043215000000004,-88.050983,1
The Art Institute of Michigan,MI,42.499807000000004,-83.443117,1
The Art Institute of Austin,TX,30.479035999999997,-97.675263,1
Remington College-Houston Southeast Campus,TX,29.52528,-95.123503,2
Remington College-Shreveport Campus,LA,32.403166,-93.793578,1
National American University-Austin,TX,30.437732,-97.696742,1
National American University-Wichita,KS,37.722498,-97.251731,1
Fortis College-Landover,MD,38.949933,-76.866393,2
Jenny Lea Academy of Cosmetology,TN,36.32439,-82.354566,3
The Hair Academy,ND,46.805857,-100.76032,2
The Art Institute of Raleigh-Durham,NC,35.991975,-78.905445,1
Ross Medical Education Center-New Baltimore,MI,42.677429,-82.751334,3
Ross College-Sylvania,OH,41.714006,-83.680536,2
Argosy University-Salt Lake City,UT,40.534393,-111.89388100000001,1
Escuela De Troqueleria Y Herramentaje,PR,18.374732,-66.143939,2
Virginia College-Montgomery,AL,32.380939,-86.19290699999998,2
Fortis Institute-Nashville,TN,36.084542,-86.696299,2
ATA College Tri-County,OH,39.29671,-84.47886700000002,2
Elite Welding Academy LLC,OH,39.313738,-84.468434,3
Galen College of Nursing-Cincinnati,OH,39.283693,-84.365946,2
Pinnacle Career Institute-North Kansas City,MO,39.301199,-94.684474,2
Strayer University-North Carolina,NC,35.86546,-78.822452,1
Strayer University-New Jersey,NJ,39.939316,-75.015401,1
American National University-Dayton,OH,39.70112,-84.12734,2
American National University-Youngstown,OH,41.144001,-80.66371600000002,2
The Ohio Media School-Columbus,OH,39.955294,-82.8554,3
Ohio Medical Career College,OH,39.742339,-84.19581600000002,2
Ohio Technical College-PowerSport Institute,OH,41.433065,-81.532953,2
The King's College,NY,40.706677,-74.012342,1
Chamberlain University-Illinois,IL,41.949727,-88.038558,1
Chamberlain University-Ohio,OH,39.940449,-82.940493,1
Chamberlain University-Arizona,AZ,33.56573,-112.104421,1
Career Quest Learning Centers-Jackson,MI,42.245222,-84.402897,2
Bryan University,AR,36.334163000000004,-94.17008,2
The Salon Professional Academy-Appleton,WI,44.26019,-88.457898,2
Milan Institute of Cosmetology-Fairfield,CA,38.248447999999996,-122.0455,3
Milan Institute of Cosmetology-Reno,NV,39.485964,-119.78845600000001,3
Milan Institute of Cosmetology-Visalia,CA,36.301860999999995,-119.309922,3
Ottawa University-Online,KS,38.602351,-95.264165,1
Paul Mitchell the School-Esani,GA,34.042224,-84.333674,3
Institute of Production and Recording,MN,44.982063000000004,-93.27201099999999,1
Virginia College-Greenville,SC,34.807545000000005,-82.343355,2
Paul Mitchell the School-Birmingham,AL,33.388978,-86.808018,3
Taft University System,CO,39.656632,-105.08381499999999,1
Mayfield College,CA,33.790822,-116.458827,2
Academy of Esthetics and Cosmetology,CA,34.285043,-118.44422800000001,3
Borner's Barber College,CA,33.95588,-118.30929099999999,3
Paul Mitchell the School-Pasadena,CA,34.144765,-118.133403,3
San Francisco Institute of Esthetics & Cosmetology Inc,CA,37.777043,-122.40708300000001,3
Laurus College,CA,35.2682,-120.669519,2
Healing Hands School of Holistic Health,CA,33.129652,-117.086211,3
Career Development Institute Inc,CA,34.045817,-118.386067,3
Auguste Escoffier School of Culinary Arts-Boulder,CO,39.983475,-105.250075,2
Aspen University,CO,39.68614,-104.93911100000001,1
National Beauty College,CO,39.823932,-105.005055,2
Denver College of Nursing,CO,39.753029999999995,-104.994725,1
Cambridge College of Healthcare & Technology,FL,26.438378999999998,-80.123788,2
Cozmo Beauty School,FL,26.330412,-81.780821,3
Professional Hands Institute,FL,25.779427,-80.250648,2
Celebrity School of Beauty,FL,25.760839999999998,-80.333114,3
Paul Mitchell the School-Atlanta,GA,33.782528000000006,-84.416273,3
Evans Hairstyling College-Rexburg,ID,43.824715999999995,-111.812372,2
Paul Mitchell the School-Rexburg,ID,43.814347999999995,-111.803591,2
University of Aesthetics & Cosmetology,IL,41.906602,-87.671255,3
The University of Aesthetics & Cosmetology,IL,41.79354,-88.01124200000002,3
Tricoci University of Beauty Culture-Chicago NW,IL,41.97766,-87.80676700000002,3
Tricoci University of Beauty Culture-Glendale Heights,IL,41.90467,-88.065213,3
Tricoci University of Beauty Culture-Peoria,IL,40.746311,-89.60135600000002,3
Tricoci University of Beauty Culture-Rockford,IL,42.263898,-89.009435,3
Frederick School of Cosmetology,MD,39.408356,-77.43069799999998,3
Omega Studios' School of Applied Recording Arts & Sciences,MD,39.06427,-77.113268,3
Focus-Hope Information Technologies Center,MI,42.399727,-83.123793,3
International Cosmetology Academy,MI,42.912191,-85.643208,3
French Academy of Cosmetology,MI,43.075897999999995,-86.198004,3
Healing Arts Center,MO,38.603239,-90.387718,3
Paul Mitchell the School-Springfield,MO,37.159135,-93.31815,3
Mississippi Institute of Aesthetics Nails & Cosmetology,MS,32.330039,-90.327649,3
College of Western Idaho,ID,43.614106,-116.507314,2
Aveda Institute-Chapel Hill,NC,35.92794400000001,-79.02676899999999,3
Total Image Beauty Academy,NJ,40.77578,-74.02609100000002,3
Jersey College,NJ,40.862137,-74.057936,2
American Institute of Medical Sciences & Education,NJ,40.56114,-74.437251,2
Casal Institute of Nevada,NV,36.101143,-115.11738700000001,3
Career School of NY,NY,40.64135200000001,-74.078168,3
John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,NY,43.020972,-73.840062,3
Yeshiva of Machzikai Hadas,NY,40.638194,-73.98785500000002,1
Aveda Institute-Columbus,OH,40.062719,-83.043021,3
Paul Mitchell the School-Cincinnati,OH,39.291618,-84.392501,3
Hands on Therapy,TX,32.787719,-96.60627,3
MediaTech Institute-Dallas,TX,32.92427,-96.902721,2
PCCenter,TX,32.934898,-96.824125,3
Aveda Institute-San Antonio,TX,29.637354,-98.452126,3
Skin Science Institute,UT,40.564549,-111.851628,3
Fortis College-Dothan,AL,31.243014000000002,-85.37446,3
Fortis Institute-Pensacola,FL,30.510415000000002,-87.183112,2
Fortis College-Montgomery,AL,32.384006,-86.252163,3
Woodland Community College,CA,38.660392,-121.73533,2
Dorsey Business Schools-Roseville Culinary Academy,MI,42.52776400000001,-82.915541,3
Vatterott College-Appling Farms,TN,35.179508,-89.82991,2
Fortis Institute-Birmingham,AL,33.442921000000005,-86.862659,2
Miller-Motte College-Greenville,NC,35.598529,-77.400858,2
The Chicago School of Professional Psychology at Los Angeles,CA,34.047958,-118.257251,1
Cardiac and Vascular Institute of Ultrasound,AL,30.650045000000002,-88.112324,2
Virginia College-Jacksonville,FL,30.291629999999998,-81.603291,2
Studio Academy of Beauty,AZ,33.314894,-111.860316,3
California Nurses Educational Institute,CA,33.816672,-116.49014199999999,3
RWM Fiber Optics,CA,33.880387,-118.26548999999999,3
Paul Mitchell the School-Sacramento,CA,38.594752,-121.41593999999999,3
Providence Christian College,CA,34.172467,-118.11884199999999,1
Oxford Academy of Hair Design Inc,CT,41.397798,-73.061063,3
Medical Institute of Palm Beach,FL,26.620478000000002,-80.134959,3
Woodruff Medical Training and Testing,GA,34.296491100000004,-83.820786,3
Oliver Finley Academy of Cosmetology,ID,43.667102,-116.281478,2
National Career College,CA,34.22245,-118.446211,2
Aveda Institute-Chicago,IL,41.933493,-87.645838,3
Tricoci University of Beauty Culture-Libertyville,IL,42.28167,-87.942702,3
Tricoci University of Beauty Culture-Bridgeview,IL,41.734829,-87.80309,3
The Temple-A Paul Mitchell Partner School,MD,39.415248999999996,-77.411651,3
Center for Massage,NC,35.594,-82.55057099999998,3
Academy of Hair Design-Oklahoma City,OK,35.591351,-97.566146,3
Pulse Beauty Academy,PA,40.008445,-75.702448,3
Liberty Technical College,PR,18.134531,-66.129813,2
Toni & Guy Hairdressing Academy-Cranston,RI,41.731937,-71.479109,3
South Texas Training Center,TX,26.156604,-97.652989,3
Columbia College,VA,38.928425,-77.249152,2
Advanced Welding Institute,VT,44.45588,-73.139437,3
Paul Mitchell the School-Memphis,TN,35.129595,-89.947956,3
Pima Medical Institute-East Valley,AZ,33.376378,-111.689497,2
Virginia College-Charleston,SC,32.907064,-80.024799,1
Paul Mitchell the School-Cleveland,OH,41.330927,-81.463033,3
Paul Mitchell the School-Columbus,OH,40.059575,-82.938765,3
Empire Beauty School-Lauderhill,FL,26.18471,-80.25111899999997,3
Empire Beauty School-Spring Lake Park,MN,45.117185,-93.26236999999999,3
MediaTech Institute-Houston,TX,29.724809000000004,-95.568341,2
Fortis College-Phoenix,AZ,33.455110999999995,-112.043322,2
Platt College-Miller-Motte-Raleigh,NC,35.834569,-78.585676,2
Lamson Institute,TX,29.48142600000001,-98.607504,3
College of Hair Design-East Campus,NE,40.732974,-96.596462,2
Argosy University-Phoenix Online Division,AZ,33.286688,-111.88602,1
Fortis College-Salt Lake City,UT,40.685819,-111.870502,2
Polytechnic University of Puerto Rico-Miami,FL,25.80915,-80.328482,1
Polytechnic University of Puerto Rico-Orlando,FL,28.551579999999998,-81.253943,1
Ross Medical Education Center-Fort Wayne,IN,41.115114,-85.14454,2
Ross Medical Education Center-Portage,MI,42.226492,-85.588652,3
Josef's School of Hair Skin & Body-Fargo,ND,46.862159999999996,-96.83183000000001,2
Northeast Technology Center-Claremore,OK,36.326822,-95.63415400000001,3
Platt College-McCann-Allentown,PA,40.64006,-75.448981,2
Salon Success Academy-Fontana,CA,34.099087,-117.437904,3
Salon Success Academy-Redlands,CA,34.062342,-117.218933,3
Strayer University-West Virginia,WV,38.454703,-81.928375,1
Vanguard College of Cosmetology-Baton Rouge,LA,30.411070000000002,-91.04449100000001,3
Beauty Schools of America-Homestead,FL,25.475883,-80.44629300000003,3
South Texas Vocational Technical Institute-Brownsville,TX,25.9358,-97.509158,3
Platt College-STVT-Corpus Christi,TX,27.739649,-97.433269,3
L'Ecole Culinaire-Memphis,TN,35.159194,-89.797449,2
University of Minnesota-Rochester,MN,44.022339,-92.463471,1
Health And Style Institute,NC,36.039324,-79.83444399999998,3
College of Business and Technology-Cutler Bay,FL,25.590467999999998,-80.356565,2
Herzing University-Toledo,OH,41.639266,-83.665453,1
Capri Beauty College,IL,41.50995800000001,-87.927816,3
Milan Institute-Bakersfield,CA,35.385513,-119.02308799999999,3
Homestead Schools,CA,33.809096000000004,-118.35009,1
Carrington College-Las Vegas,NV,36.08486,-115.11823100000001,2
Carrington College-Reno,NV,39.463165000000004,-119.786947,2
Chamberlain University-Florida,FL,30.243516999999997,-81.586421,1
Remington College-Columbia Campus,SC,34.032225,-81.09721,3
Washington Barber College Inc,AR,34.69065,-92.335352,3
InterCoast Colleges-Rancho Cordova,CA,38.561309,-121.33424299999999,3
Horizon University,IN,39.894653999999996,-85.986809,1
San Diego Culinary Institute,CA,32.763846,-117.02406299999998,3
Beyond 21st Century Beauty Academy,CA,33.916443,-118.041477,3
Angeles College,CA,34.061223,-118.29903,1
Angeles Institute,CA,33.875772,-118.08074099999999,3
Paul Mitchell the School-Temecula,CA,33.507315999999996,-117.146674,3
European Academy of Cosmetology and Hairdressing,CT,41.295441,-72.700147,3
International Institute of Cosmetology,CT,41.707932,-72.66178199999997,3
Florida School of Traditional Midwifery,FL,29.652269,-82.31585,2
Emerald Coast Technical College,FL,30.732090000000003,-86.128061,2
Immokalee Technical College,FL,26.42652600000001,-81.425148,2
American Academy of Cosmetology,FL,30.123757,-81.798803,3
University of Fort Lauderdale,FL,26.147098,-80.204938,1
Aviation Institute of Maintenance-Orlando,FL,28.680653000000003,-81.33419599999998,2
Summit Salon Academy,FL,28.051825,-82.525411,3
Summit Salon Academy-Gainesville,FL,29.65480800000001,-82.416921,3
Tenaj Salon Institute,FL,28.929944,-82.028094,3
Profile Institute of Barber-Styling,GA,33.681424,-84.38805699999998,3
Keune Academy by 124,GA,33.96488,-84.02253,3
Pacific Rim Christian University,HI,21.328198,-157.88837900000001,1
Urban 113 School of Cosmetology,ID,42.555761,-114.46953300000001,2
Ambria College of Nursing,IL,42.075628,-88.2109,1
Midwestern Career College,IL,41.882453999999996,-87.637405,2
Paul Mitchell the School-Normal,IL,40.50938,-88.95961899999998,3
Innovations Design Academy,IL,40.558545,-90.03299999999999,3
Aveda Fredric's Institute-Indianapolis,IN,39.908215999999996,-86.06604899999998,3
Summit Salon Academy,IN,40.060996,-85.653588,3
Eric Fisher Academy,KS,37.693713,-97.422011,3
My Le's Beauty College,LA,29.902428000000004,-90.029931,3
Blackstone Valley Vocational Regional School District,MA,42.16382,-71.61624300000003,3
Southern Worcester County Regional Vocational School District,MA,42.133623,-71.957564,3
L'esprit Academy,MI,42.321903999999996,-83.457386,3
Marketti Academy of Cosmetology,MI,42.683352,-83.37473299999998,3
CenterPoint Massage and Shiatsu Therapy School and Clinic,MN,44.939769,-93.347429,2
Avalon School of Cosmetology,MN,43.631842,-95.602503,2
American Business and Technology University,MO,39.779095,-94.819797,1
City Vision University,MO,39.070383,-94.571053,1
Transformed Barber and Cosmetology Academy,MO,39.012817999999996,-94.572912,3
Bitterroot School of Cosmetology,MT,46.273475,-114.159449,2
Montana Academy of Salons,MT,47.49941,-111.303922,2
National Career Institute,NJ,40.76137,-74.222091,3
Toni & Guy Hairdressing Academy-Albuquerque,NM,35.102306,-106.56653700000001,3
International Academy of Style,NV,39.516281,-119.783208,3
EDP School,NY,40.58605,-73.952901,3
New York Medical Career Training Center,NY,40.762695,-73.83148800000002,2
Institute of Culinary Education,NY,40.712449,-74.015637,3
The Salon Professional Academy-Tonawanda,NY,42.98158400000001,-78.824364,3
Onondaga School of Therapeutic Massage-Syracuse,NY,43.0477,-76.140431,3
Academy of Cosmetology and Esthetics NYC,NY,40.573227,-74.114517,3
Finger Lakes School of Massage,NY,42.43935,-76.496181,3
Four County Career Center,OH,41.45280800000001,-84.303115,3
Elevate Salon Institute,OH,41.375544,-81.791333,2
Summit Salon Academy-Perrysburg,OH,41.54424,-83.620281,2
Portland Actors Conservatory,OR,45.521752,-122.68753400000001,2
Somerset County Technology Center,PA,40.00475,-79.029641,3
Metro Beauty Academy,PA,40.56865,-75.555591,3
Academy for Careers and Technology,SC,34.186433,-79.34015699999998,3
Aiken School of Cosmetology and Barbering,SC,33.559545,-81.71728,3
Love Beauty School Inc,TN,35.488524,-86.093863,3
Professional Career Training Institute,TX,29.981090000000002,-95.426197,3
Houston International College Cardiotech Ultrasound School,TX,29.675203000000003,-95.59290899999999,2
DuVall's School of Cosmetology,TX,32.852275,-97.16810500000001,3
Advanced Beauty College,TX,32.859493,-96.9927,3
Texas Beauty College,TX,32.826045,-97.265311,3
Avenue Five Institute,TX,30.369503,-97.728961,3
The Salon Professional Academy-Lewisville,TX,33.005024,-96.964907,3
Renaissance Academie,UT,40.25395,-111.66596100000001,3
Bethel College,VA,37.041270000000004,-76.409526,1
Institute of Advanced Medical Esthetics,VA,37.630115,-77.54084,3
Gary Manuel Aveda Institute,WA,47.614618,-122.319055,3
Northwest School of Wooden Boat Building,WA,48.03413,-122.75258799999999,2
The Salon Professional Academy-Onalaska,WI,43.87382,-91.19731999999999,2
Brightwood College-Chula Vista,CA,32.629556,-117.087096,2
West Coast University-Orange County,CA,33.81104000000001,-117.91181100000001,1
West Coast University-Ontario,CA,34.066590999999995,-117.59003500000001,1
Virginia College-Augusta,GA,33.458125,-82.07624399999997,2
Midwest Technical Institute-East Peoria,IL,40.642286999999996,-89.543531,3
Paul Mitchell the School-Chicago,IL,41.866213,-87.646644,3
Brightwood College-Indianapolis,IN,39.702952,-86.150527,2
Dorsey Business Schools-Waterford Pontiac,MI,42.643595,-83.32463100000002,3
Platt College-Miller-Motte-Fayetteville,NC,35.11096,-78.88167,2
European Massage Therapy School-Las Vegas,NV,36.145445,-115.300577,3
Harrison College-Grove City,OH,39.882331,-83.045612,1
Platt College-Miller-Motte Technical-Columbus,GA,32.479997,-84.935912,2
McCann School of Business & Technology,PA,40.18924000000001,-77.15858100000001,2
Fortis College-Grand Prairie,TX,32.760636,-97.005122,2
The Art Institute of Virginia Beach,VA,36.842383,-76.131737,1
Bryant & Stratton College-Bayshore,WI,43.118941,-87.9154,1
Virginia College-Columbia,SC,34.062907,-80.962017,2
Fortis College-Indianapolis,IN,39.9184,-86.22318100000004,2
Brightwood College-Arlington,TX,32.70881,-97.060591,2
Brightwood College-Charlotte,NC,35.17702,-80.75273100000003,2
Empire Beauty School-E Memphis,TN,35.115499,-89.90196999999998,3
Empire Beauty School-Nashville,TN,35.967868,-86.814676,3
Empire Beauty School-Jackson,TN,35.63694,-88.847611,3
Empire Beauty School-Springfield,PA,39.93765,-75.34977099999998,3
Empire Beauty School-Paramus,NJ,40.912644,-74.043699,3
Empire Beauty School-Speedway,IN,39.80055,-86.261512,3
Empire Beauty School-Morrow,GA,33.564935999999996,-84.32568,3
Strayer University-Arkansas,AR,34.74735,-92.39603100000001,1
Strayer University-Georgia,GA,33.874235999999996,-84.275624,1
Strayer University-Mississippi,MS,32.300562,-90.188097,1
Strayer University-South Carolina,SC,34.85654,-82.357811,1
Strayer University-Texas,TX,30.371175,-97.73985,1
The Art Institute of San Antonio,TX,29.532925,-98.56555999999999,1
Empire Beauty School-S Memphis,TN,35.10972,-89.945739,3
Empire Beauty School-Charlotte,NC,35.25855,-80.7837,3
Empire Beauty School-E Greensboro,NC,36.087579999999996,-79.759461,3
Empire Beauty School-Winston-Salem,NC,36.152612,-80.282751,3
Empire Beauty School-West Palm,FL,26.705540999999997,-80.107401,3
Empire Beauty School-Pineville,NC,35.089864,-80.865367,3
Empire Beauty School-N Memphis,TN,35.214769,-89.91727,3
Broadview Entertainment Arts University,UT,40.717369,-111.884491,1
Bryant & Stratton College-Hampton,VA,37.044229,-76.39185,1
Paul Mitchell the School-Phoenix,AZ,33.523666999999996,-112.13304699999999,3
All Beauty College,AZ,35.021355,-114.600955,3
Trinity School of Health and Allied Sciences,CA,33.858729,-118.29873300000001,1
Paul Mitchell the School-Modesto,CA,37.683009999999996,-120.99374499999999,3
Cosmo Beauty Academy,CA,38.62883,-121.401027,3
Paul Mitchell the School-Fresno,CA,36.809778,-119.78243700000002,3
Unitek College,CA,37.50904,-121.96176100000001,1
Gurnick Academy of Medical Arts,CA,37.547377000000004,-122.30761799999999,1
Paul Mitchell the School-East Bay,CA,37.94492,-122.061226,3
South University-Richmond,VA,37.647059999999996,-77.599967,1
South University-Virginia Beach,VA,36.8336,-76.124288,1
Aveda Institute-Denver,CO,39.745214000000004,-104.99275800000001,2
Paul Mitchell the School-Colorado Springs,CO,38.832889,-104.828339,2
The Salon Professional Academy-Colorado Springs,CO,38.896966,-104.750884,2
Paul Mitchell the School-Delaware,DE,39.62274,-75.680231,3
Future-Tech Institute,FL,25.7646,-80.251401,3
Fred K Marchman Technical College,FL,28.271196000000003,-82.691779,2
The Salon Professional Academy-Ft Myers,FL,26.595568,-81.887326,3
Unity Cosmetology College,IL,40.883057,-88.638398,3
Universal Spa Training Academy,IL,41.796008,-87.99384,3
The Salon Professional Academy-Evansville,IN,37.987320000000004,-87.483521,3
Tri County Regional Vocational Technical High School,MA,42.094957,-71.421577,3
Compass College of Cinematic Arts,MI,42.961875,-85.66706500000002,1
Nova Academy of Cosmetology,MN,44.08537000000001,-92.509748,3
SAE Institute of Technology-New York,NY,40.741353000000004,-73.999073,3
The Artisan College of Cosmetology,OH,41.051725,-83.61816,2
Sage School of Massage & Esthetics,OR,44.06734,-121.30119099999999,3
Peloton College,TX,32.861996999999995,-96.76935300000001,2
Salon & Spa Institute,TX,25.938910999999997,-97.508606,3
American Beauty Academy,UT,40.034634000000004,-111.733488,3
Summit Salon Academy,WA,47.223485,-122.472325,2
Paul Mitchell the School-Milwaukee,WI,43.044227,-88.257785,3
Touro University Worldwide,CA,33.808683,-118.057754,1
Touro University Nevada,NV,36.043189,-115.02401200000001,1
Herzing University-Kenosha,WI,42.603889,-87.857452,1
Herzing University-Brookfield,WI,43.027347,-88.115656,1
Texas A&M University-San Antonio,TX,29.304762,-98.52417,1
Fortis Institute,TX,29.937440000000002,-95.395051,2
Southern Careers Institute-Brownsville,TX,25.936988,-97.501124,3
Southern Careers Institute-Harlingen,TX,26.20385,-97.67528100000001,3
Strayer University-Global Region,DC,38.90485,-77.034001,1
Kenneth Shuler School of Cosmetology-Florence,SC,34.238425,-79.80945,3
Fortis College-Columbia,SC,34.01512,-81.08180899999998,2
California University of Management and Sciences,CA,33.842052,-117.941996,1
Ross Medical Education Center-Davison,MI,43.021829,-83.516551,3
Ross Medical Education Center-Granger,IN,41.717835,-86.174277,2
Ross Medical Education Center-Niles,OH,41.212037,-80.746465,3
Ross Medical Education Center-Canton,MI,42.324442,-83.482675,3
Pima Medical Institute-Houston,TX,29.78295,-95.548461,2
Illinois Media School-Chicago Campus,IL,41.874959999999994,-87.627971,3
Platt College-STVT-San Antonio,TX,29.355990000000002,-98.4891,3
Concorde Career College-Dallas,TX,32.91856,-96.741711,2
Concorde Career Institute-Orlando,FL,28.55984,-81.34042099999998,2
Concorde Career College-San Antonio,TX,29.490029999999997,-98.582351,2
Ecotech Institute,CO,39.69124,-104.82707099999999,2
Johnson & Wales University-Online,RI,41.819956,-71.41277,1
Altierus Career College-Fort Worth South,TX,32.687914,-97.325243,2
Virginia International University,VA,38.84905,-77.347751,1
Geisinger-Lewistown Hospital School of Nursing,PA,40.619424,-77.567654,2
Moreno Valley College,CA,33.887440000000005,-117.20271000000001,2
Brittany Beauty Academy,NY,40.753,-73.992411,3
Onondaga School of Therapeutic Massage-Rochester,NY,43.159086,-77.584781,3
Norco College,CA,33.917387,-117.57021200000001,2
Dorsey Business Schools-Saginaw,MI,43.47055,-83.973056,3
Milan Institute of Cosmetology-La Quinta,CA,33.711954,-116.28834099999999,3
Milan Institute-Boise,ID,43.59086,-116.29519499999999,3
Milan Institute of Cosmetology-El Paso,TX,31.749325,-106.300156,3
Universal Technical Institute-Dallas Fort Worth,TX,32.93806,-97.012741,2
Finger Lakes School of Massage,NY,41.21715,-73.718373,3
Salter School of Nursing and Allied Health,NH,42.997765,-71.468655,3
Harris School of Business-Upper Darby Campus,PA,39.960924,-75.259226,3
Stratford School of Aviation Maintenance Technicians,CT,41.16124,-73.13076,2
Cortiva Institute-New Jersey,NJ,40.150539,-74.096838,3
ICPR Junior College-Manati,PR,18.429025,-66.493841,2
Artistic Nails and Beauty Academy-Lakeland,FL,28.053634000000002,-81.94718,3
American Sentinel University,CO,39.67661,-104.831161,1
Flashpoint Chicago A Campus of Columbia College Hollywood,IL,41.88278,-87.631164,1
Hawaii Medical College,HI,21.295112,-157.847678,2
Carolina College of Hair Design,NC,35.584088,-82.60153299999998,3
Virginia College-Baton Rouge,LA,30.458919,-91.094512,2
Remington College-Heathrow Campus,FL,28.784765000000004,-81.359465,1
College of Massage Therapy,ID,43.193422,-112.346975,3
Platt College-Miller-Motte-Jacksonville,NC,34.753428,-77.41384000000002,2
Platt College-Miller-Motte Technical-Augusta,GA,33.494994,-82.086986,2
Platt College-Miller-Motte Technical-Conway,SC,33.788821999999996,-78.993461,2
Virginia College-Macon,GA,32.812683,-83.679622,2
Virginia College-Spartanburg,SC,34.936213,-82.006105,2
Aveda Institute-Portland,OR,45.525507,-122.68473999999999,2
Chamberlain University-Virginia,VA,38.852326,-77.050273,1
Stevens-Henager College,ID,43.591087,-116.27828999999998,1
Penrose Academy,AZ,33.60830900000001,-111.927617,3
Virginia College-Richmond,VA,37.503085,-77.529026,2
Skin Institute,MO,38.527716999999996,-90.364232,3
Beauty Academy of South Florida,FL,25.86289,-80.323571,3
Ogle School Hair Skin Nails-North Dallas,TX,32.984161,-96.80361500000001,3
The Salon Professional Academy-North Little Rock,AR,34.857881,-92.20197399999999,3
The Salon Professional Academy-St Charles,MO,38.788891,-90.538719,3
American College for Medical Careers,FL,28.470996999999997,-81.402271,1
Mildred Elley-New York Campus,NY,40.705781,-74.014004,2
National Paralegal College,AZ,33.530663,-112.064275,1
Carolina College of Biblical Studies,NC,35.05141,-78.939514,1
Allstate Hairstyling & Barber College,OH,41.484002000000004,-81.704403,2
New York Film Academy,CA,34.152076,-118.335567,1
The Collective School Of Music,NY,40.7379,-73.996851,3
International College of Cosmetology,CA,37.774887,-122.220803,3
Bella Capelli Academy,PA,40.432494,-79.781672,3
Institute of Medical Careers,PA,40.465286,-79.823825,2
Toni & Guy Hairdressing Academy-Modesto,CA,37.677278,-120.995442,3
Georgia Central University,GA,33.928319,-84.26793,1
Flagler Technical Institute,FL,29.476290000000002,-81.211337,3
Galaxy Medical College,CA,34.186976,-118.39620900000001,3
American Medical Sciences Center,CA,34.147117,-118.25699099999999,2
Mandalyn Academy,UT,40.371763,-111.78128999999998,3
Jose Maria Vargas University,FL,26.009656,-80.281548,1
Laird Institute of Spa Therapy,NH,42.967431,-71.480701,3
D A Dorsey Technical College,FL,25.839575,-80.225732,3
Keweenaw Bay Ojibwa Community College,MI,46.782534999999996,-88.507761,2
Meridian Institute of Surgical Assisting,TN,36.187738,-86.842536,2
Mauna Loa Helicopters,HI,19.729107,-156.041847,3
Acaydia School of Aesthetics,UT,40.234627,-111.65823,3
Manhattan Institute,NY,40.749711,-73.986929,3
Cosmetic Arts Institute,SC,32.89577,-80.639021,3
Holistic Massage Training Institute,MD,39.322479,-76.603096,3
Diamonds Cosmetology College,TX,33.673442,-96.606125,3
