INSTNM,STABBR,LATITUDE,LONGITUDE,ICLEVEL
Inter American University of Puerto Rico-Guayama,PR,17.96635,-66.108164,1
Inter American University of Puerto Rico-Bayamon,PR,18.351631,-66.182473,1
International Technical College,PR,18.416999,-66.057312,3
Liceo de Arte y Tecnologia,PR,18.421013000000002,-66.056421,2
Modern Hairstyling Institute-Bayamon,PR,18.400060999999997,-66.155872,3
Modern Hairstyling Institute-Arecibo,PR,18.475820000000002,-66.754059,3
National University College,PR,18.396872000000002,-66.157027,1
Ponce Paramedical College Inc,PR,18.008256,-66.58971899999999,2
Ponce Health Sciences University,PR,17.993242000000006,-66.620343,1
University of Puerto Rico-Aguadilla,PR,18.498652,-67.13793000000001,1
University of Puerto Rico-Arecibo,PR,18.469199,-66.74114,1
University of Puerto Rico-Bayamon,PR,18.371398000000006,-66.143541,1
University of Puerto Rico-Carolina,PR,18.392069,-65.990165,1
University of Puerto Rico-Cayey,PR,18.11882,-66.16206600000001,1
University of Puerto Rico-Humacao,PR,18.146589000000002,-65.83860200000001,1
University of Puerto Rico-Utuado,PR,18.254576999999998,-66.72166700000001,1
University of Puerto Rico-Mayaguez,PR,18.211142000000002,-67.139172,1
University of Puerto Rico-Medical Sciences,PR,18.396548000000006,-66.074894,1
University of Puerto Rico-Ponce,PR,17.993314,-66.606215,1
University of Puerto Rico-Rio Piedras,PR,18.402826,-66.050009,1
Universidad Ana G. Mendez-Carolina Campus,PR,18.414804999999998,-65.983869,1
Universidad del Sagrado Corazon,PR,18.441166,-66.059617,1
Universidad Central Del Caribe,PR,18.366170999999998,-66.153758,1
Universidad Politecnica de Puerto Rico,PR,18.422195000000002,-66.056084,1
Pontifical Catholic University of Puerto Rico-Mayaguez,PR,18.182375,-67.14569499999999,1
Universidad Ana G. Mendez-Gurabo Campus,PR,18.239647,-66.006259,1
College of Micronesia-FSM,FM,6.9097589999999975,158.158189,2
Palau Community College,PW,7.3431770000000025,134.47374399999998,2
University of the Virgin Islands,VI,18.344193,-64.972866,1
Stanford University,CA,37.429434,-122.167359,1
Purdue University-Main Campus,IN,40.428206,-86.914435,1
Blue Hills Regional Technical School,MA,42.18221,-71.10408100000002,3
Parker University,TX,32.880334999999995,-96.893564,1
EDP University of Puerto Rico Inc-San Juan,PR,18.415375,-66.055403,1
ICPR Junior College-General Institutional,PR,18.415291,-66.05712,2
City College-Fort Lauderdale,FL,26.187467,-80.1705,1
Meridian College,FL,27.380724,-82.425309,2
Georgia State University-Perimeter College,GA,33.753426,-84.385712,2
Georgia Piedmont Technical College,GA,33.789898,-84.234504,2
Cortiva Institute-Chicago,IL,41.882813,-87.62740699999998,3
ETI School of Skilled Trades,IL,41.748334,-87.936249,3
Trend Setters' Academy of Beauty Culture-Elizabethtown,KY,37.703008000000004,-85.882526,2
Traxlers School of Hair,MS,32.268023,-90.261863,3
Vatterott College-Berkeley,MO,38.721992,-90.311898,2
Metro Business College-Rolla,MO,37.937304,-91.754581,2
Metro Business College-Jefferson City,MO,38.588967,-92.25001400000001,2
Warren County Community College,NJ,40.744811999999996,-75.018309,2
St. John's College,NM,35.666973999999996,-105.91247800000001,1
Bais Medrash Elyon,NY,41.114079,-74.06979799999998,1
Antioch University-Los Angeles,CA,33.988533000000004,-118.38445800000001,1
Antioch University-Santa Barbara,CA,34.419203,-119.6958,1
Antioch University-Seattle,WA,47.615916,-122.346318,1
Antioch University-Midwest,OH,39.80321,-83.908684,1
Mid-America Christian University,OK,35.34778499999999,-97.57829699999999,1
Platt College,OK,36.109468,-95.903824,2
Ponca City Beauty College,OK,36.73957,-97.06801,3
Francis Tuttle Technology Center,OK,35.60052,-97.640672,3
Central Technology Center,OK,35.994261,-96.58532199999999,3
Carrington College-Portland,OR,45.532356,-122.65358300000001,3
Career Technology Center of Lackawanna County,PA,41.452849,-75.652477,3
Brightwood College-Nashville,TN,36.142635,-86.702148,2
Brightwood College-El Paso,TX,31.737748,-106.327868,2
Palo Alto College,TX,29.322955,-98.543468,2
Sebring Career Schools-Huntsville,TX,30.702548999999998,-95.549878,3
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,TX,29.49324600000001,-98.551137,3
Central Texas Beauty College-Round Rock,TX,30.520722999999997,-97.685077,3
Athens Technical College,GA,33.990183,-83.339598,2
GateWay Community College-Central City,AZ,33.435686,-112.05491200000002,3
Carrington College-San Leandro,CA,37.699627,-122.12567,2
Headmasters School of Hair Design,ID,46.421026,-117.025943,2
The Salon Professional Academy-Nampa,ID,43.567768,-116.56341299999998,2
Beckfield College-Florence,KY,39.017165999999996,-84.641475,1
Dorsey Business Schools-Wayne,MI,42.28171,-83.382299,3
Ecumenical Theological Seminary,MI,42.344128999999995,-83.055266,1
Ross Medical Education Center-Saginaw,MI,43.469473,-83.967884,3
Sussex County Community College,NJ,41.067633,-74.75807900000002,2
Landmark College,VT,42.977171999999996,-72.51254899999998,1
National American University-Independence,MO,39.052713,-94.360702,1
Yeshiva Gedolah of Greater Detroit,MI,42.471924,-83.200754,1
Austin Graduate School of Theology,TX,30.343842,-97.711751,1
Collin County Community College District,TX,33.162409999999994,-96.63894,2
Owensboro Community and Technical College,KY,37.717355,-87.082861,2
Jenny Lea Academy of Cosmetology,KY,37.123363,-82.838909,2
Empire Beauty School-Hurstborne,KY,38.166498,-85.605317,2
Cloyd's Beauty School 3 Inc,LA,32.533231,-92.080603,3
Moore Norman Technology Center,OK,35.274434,-97.457319,2
Fayette County Career & Technical Institute Practical Nursing Program,PA,39.860976,-79.741718,3
Franklin County Career and Technology Center,PA,39.897693,-77.680541,3
Paul Mitchell the School-Knoxville,TN,35.92270999999999,-84.057621,3
Ogle School Hair Skin Nails-Hurst,TX,32.822035,-97.201403,3
FIDM-Fashion Institute of Design & Merchandising-San Diego,CA,32.708877,-117.15589399999999,2
National American University-Albuquerque,NM,35.102915,-106.591497,1
Tennessee College of Applied Technology Nashville,TN,36.132649,-86.856335,2
ECPI University,VA,36.842526,-76.17877299999998,1
Branford Hall Career Institute-Jersey City,NJ,40.731229,-74.064695,3
Paul Mitchell the School-Houston,TX,29.785868,-95.55972299999999,3
TDDS Technical Institute,OH,41.115282,-80.957782,3
Fortis Institute-Forty Fort,PA,41.281911,-75.882975,2
Laurel Business Institute,PA,39.90248,-79.724907,2
Aviation Institute of Maintenance-Philadelphia,PA,40.07018400000001,-75.007237,2
Carrington College-Phoenix East,AZ,33.566262,-112.10441999999999,2
Dorsey Business Schools-Roseville,MI,42.52776400000001,-82.915541,3
Moler-Pickens Beauty Academy,OH,39.317488,-84.499701,2
Red River Technology Center,OK,34.491393,-97.99029,3
Brightwood Career Institute-Harrisburg,PA,40.262537,-76.791557,2
Southern Union State Community College,AL,33.128785,-85.57238199999998,2
South University-Columbia,SC,34.098042,-80.961839,1
Everest University-Brandon,FL,27.980446999999998,-82.35034,1
Clinton Technical School,MO,38.363669,-93.768459,3
Greene County Career and Technology Center,PA,39.893537,-80.151066,3
Lac Courte Oreilles Ojibwa Community College,WI,45.942252,-91.365002,2
Diesel Driving Academy-Shreveport,LA,32.47617,-93.794921,3
Pima Medical Institute-Mesa,AZ,33.396878,-111.87416999999999,2
Platt College-Los Angeles,CA,34.081723,-118.15001299999999,1
Platt College-Aurora,CO,39.661195,-104.854614,1
Purdue University Global-Davenport,IA,41.555023999999996,-90.550682,1
Purdue University Global-Cedar Falls,IA,42.474593,-92.448419,1
Paul Mitchell the School-Boise,ID,43.594479,-116.28605800000001,2
Christian Life College,IL,42.074096000000004,-87.930934,1
Educators of Beauty College of Cosmetology-Rockford,IL,42.299278,-88.99805400000002,3
Northwestern College-Southwestern Campus,IL,41.751723999999996,-87.79740600000002,2
Douglas J Aveda Institute,MI,42.734606,-84.480467,3
Ross Medical Education Center-Brighton,MI,42.548468,-83.796918,3
Ross Medical Education Center-Ann Arbor,MI,42.25294,-83.666667,3
Taylortown School of Beauty Inc,MI,42.254745,-83.259322,3
Pike-Lincoln Technical Center,MO,39.24548400000001,-91.019918,3
Pennsylvania Institute of Health and Technology,PA,39.950525,-79.652374,2
St Charles Community College,MO,38.759703,-90.64110500000001,2
Brandman University,CA,33.656401,-117.76901200000002,1
New College of Florida,FL,27.384925,-82.55858,1
Montana Bible College,MT,45.655524,-111.06414299999999,1
Conservatory of Recording Arts and Sciences,AZ,33.407853,-111.889544,3
Adrian's College of Beauty Turlock,CA,37.491448,-120.86378400000001,3
California Career School,CA,33.819547,-117.906219,3
Rolf Institute of Structural Integration,CO,40.066263,-105.203076,3
Sunstate Academy,FL,26.596006,-81.870312,3
Elizabeth Grady School of Esthetics and Massage Therapy,MA,42.414728000000004,-71.12623,3
Ross Medical Education Center-Port Huron,MI,43.024632000000004,-82.452984,3
Capri Institute of Hair Design-Clifton,NJ,40.887432000000004,-74.152668,3
Raphael's School of Beauty Culture Inc-Alliance,OH,40.902642,-81.152086,2
Metro Technology Centers,OK,35.512549,-97.47818199999999,2
Hussian College-Daymar College Bowling Green,KY,36.968327,-86.47371700000002,1
Altierus Career College Everett,WA,47.909363,-122.22034599999999,2
Luna Community College,NM,35.616303,-105.25086499999999,2
Grabber School of Hair Design,MO,38.557164,-90.390799,3
Yeshivah Gedolah Rabbinical College,FL,25.78244500000001,-80.141334,1
Raphael's School of Beauty Culture Inc-Brunswick,OH,41.240245,-81.80614200000002,2
Caribbean University-Ponce,PR,18.006632999999994,-66.59425,1
Caribbean University-Vega Baja,PR,18.444882,-66.40315,1
University of Advancing Technology,AZ,33.377712,-111.976087,1
Paradise Valley Community College,AZ,33.652134999999994,-112.00986499999999,2
Chandler-Gilbert Community College,AZ,33.293896999999994,-111.79592199999999,2
HSHS St. John's Hospital School of Clinical Laboratory Science,IL,39.805640999999994,-89.64524,3
Madison Media Institute,WI,43.058938,-89.294256,2
Great Plains Technology Center,OK,34.592907000000004,-98.450321,2
Roane-Jackson Technical Center,WV,38.822540000000004,-81.561142,2
Pioneer Technology Center,OK,36.72772,-97.09351600000001,3
Portage Lakes Career Center,OH,40.943121999999995,-81.472008,3
Eastern College of Health Vocations-New Orleans,LA,29.944923,-90.180687,3
Bell Mar Beauty College,IL,41.850656,-87.76724399999998,3
Caddo Kiowa Technology Center,OK,35.108561,-98.443443,3
Brightwood College-San Antonio-San Pedro,TX,29.512263,-98.49709399999999,2
Center for Instruction Technology & Innovation (CiTi),NY,43.457840999999995,-76.25930799999998,3
International School of Skin Nailcare & Massage Therapy,GA,33.908031,-84.379687,3
Palomar Institute of Cosmetology,CA,33.13663,-117.188351,3
Southern Oklahoma Technology Center,OK,34.186239,-97.082971,3
Vista College,TX,31.786912,-106.411952,2
Autry Technology Center,OK,36.419121999999994,-97.89719000000001,2
Greene County Vocational School District,OH,39.771037,-83.946816,3
Canadian Valley Technology Center,OK,35.509208,-97.881967,3
Wilkes-Barre Area Career and Technical Center Practical Nursing,PA,41.262153999999995,-75.810121,3
Meridian Technology Center,OK,36.106981,-97.108414,2
Waynesville Career Center,MO,37.811315,-92.21393,3
Capitol School of Hairstyling and Esthetics,NE,41.209501,-96.08224799999999,2
Morris County Vocational School District,NJ,40.877531,-74.479263,3
Ross Medical Education Center-Roosevelt Park,MI,43.191474,-86.267098,3
Ross Medical Education Center-Kentwood,MI,42.880955,-85.605379,3
South Florida Bible College and Theological Seminary,FL,26.302940000000003,-80.134508,1
Cloyd's Barber School 2 Inc,LA,32.485377,-92.090159,3
Universal Technical Institute of Illinois Inc,IL,41.80697,-88.104,2
Pennsylvania College of Technology,PA,41.234145,-77.02366500000002,1
Commonwealth Institute of Funeral Service,TX,29.989545,-95.430153,2
Delta College of Arts & Technology,LA,30.463619,-91.11384100000001,2
InterCoast Colleges-Anaheim,CA,33.809968,-117.90855400000001,2
Stone Child College,MT,48.289808,-109.870182,1
Suffolk County Community College,NY,40.848963,-73.05616500000002,2
Las Positas College,CA,37.710873,-121.80058000000001,2
Blades School of Hair Design,MD,38.286299,-76.48376,3
Ogeechee Technical College,GA,32.395767,-81.818517,2
Remington College-Mobile Campus,AL,30.671139,-88.145035,1
Southern Technical College,FL,26.596096999999997,-81.87764399999998,1
Mercy-St Luke's School of Radiologic Technology,IA,41.985552,-91.660609,2
Northwest Technology Center-Alva,OK,36.786733,-98.67571099999999,3
Mercer County Career Center,PA,41.250851000000004,-80.248614,3
California State University-San Marcos,CA,33.130569,-117.15901299999999,1
Argosy University-Hawaii,HI,21.308906,-157.860432,1
Brightwood College-Modesto,CA,37.713665,-121.087326,2
Purdue University Global-Des Moines,IA,41.64517100000001,-93.778426,1
Hairmasters Institute of Cosmetology,IL,40.47479600000001,-88.979453,3
Tricoci University of Beauty Cuture LLC-Bloomington,IN,39.181606,-86.536403,3
Interactive College of Technology-Newport,KY,39.084818,-84.479078,2
Platt College-McCann-Monroe,LA,32.524328000000004,-92.10098,2
Ross Medical Education Center-Taylor,MI,42.194933,-83.25030699999998,3
National Tractor Trailer School Inc-Liverpool,NY,43.140652,-76.193341,3
Interactive College of Technology,TX,29.734143,-95.539975,2
Butler Beauty Academy-New Castle Beauty Academy,PA,40.999207,-80.341891,3
NorthWest Arkansas Community College,AR,36.357704,-94.17289,2
Brewster Technical College,FL,27.963729999999998,-82.461722,2
Hodges University,FL,26.275909999999996,-81.738388,1
Argosy University-Atlanta,GA,33.920309,-84.355456,1
Capital Area School of Practical Nursing,IL,39.718311,-89.626262,3
Hair Professionals Career College,IL,41.702881,-87.816614,3
Alexandria School of Scientific Therapeutics,IN,40.255608,-85.67401600000002,3
Empire Beauty School-Bloomfield,NJ,40.79497,-74.199706,3
Southwest Technology Center,OK,34.668194,-99.341161,2
Western Area Career & Technology Center,PA,40.254721999999994,-80.246117,3
Hussian College-Daymar College Clarksville,TN,36.58286500000001,-87.31285600000002,1
Nossi College of Art,TN,36.24334,-86.73852099999998,1
Seguin Beauty School-New Braunfels,TX,29.70187,-98.125943,3
Pima Medical Institute-Seattle,WA,47.699144,-122.326844,2
Mineral County Vocational Technical Center,WV,39.427976,-78.987462,3
Hypnosis Motivation Institute,CA,34.170219,-118.538719,3
Los Angeles ORT College-Los Angeles Campus,CA,34.064181,-118.36956399999998,2
Thanh Le College School of Cosmetology,CA,33.789713,-117.90830600000001,3
Southeastern Technical College,GA,32.20393,-82.365827,2
Community Services Division-Alliance City,OH,40.911271,-81.111225,3
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,FL,28.424284999999998,-81.409713,2
Erwin Technical College,FL,27.997242,-82.43593299999998,2
Rosel School of Cosmetology,IL,41.997901,-87.69159599999998,3
Worsham College of Mortuary Science,IL,42.147858,-87.927374,2
Bryan University,MO,37.135397,-93.24810699999999,1
Central Pennsylvania Institute of Science and Technology,PA,40.882222999999996,-77.74042299999998,3
Northwest Educational Center,TX,29.813796000000004,-95.47314899999999,3
Sebring Career Schools-Houston,TX,29.706713,-95.64494499999999,3
PCI Health Training Center,TX,32.82007,-96.876316,3
Miami-Jacobs Career College-Columbus,OH,39.964296999999995,-82.997003,2
Bryant & Stratton College-Solon,OH,41.390012,-81.445939,1
Hamrick School,OH,41.135812,-81.72874200000003,3
Alabama State College of Barber Styling,AL,33.643546,-86.810488,3
Fortis College,AL,30.68413,-88.20558100000002,3
Downey Adult School,CA,33.91965,-118.115727,2
CRU Institute of Cosmetology and Barbering,CA,33.790145,-118.030758,3
Modern Technology School,CA,33.723141999999996,-117.91883700000001,2
National Career Education,CA,38.679835,-121.273917,2
North-West College-Glendale,CA,34.148981,-118.25546200000001,3
Fremont College,CA,33.868382000000004,-118.09701899999999,1
Pomona Unified School District Adult and Career Education,CA,34.054864,-117.77260600000001,3
Universal College of Beauty Inc-Los Angeles 2,CA,34.004498,-118.33223600000001,3
IBMC College,CO,40.534067,-105.07898899999999,2
Xenon International Academy-Denver,CO,39.676308,-104.848602,2
Academy of Cosmetology,FL,28.394053000000003,-80.70371999999998,3
Sunstate Academy,FL,27.967041,-82.73269300000003,3
Fortis College-Smyrna,GA,33.900255,-84.543009,2
Remington College-Honolulu Campus,HI,21.309273,-157.86002299999996,1
Vatterott College-Des Moines,IA,41.519855,-93.646017,2
Ross College-Quad Cities,IA,41.543198,-90.519772,2
Pivot Point Academy,IL,41.955935,-88.076665,3
Blalock's Professional Beauty College,LA,32.426006,-93.78425,3
Diesel Driving Academy-Baton Rouge,LA,30.465289000000002,-91.103287,3
New England Hair Academy,MA,42.427969,-71.06728199999998,3
Rob Roy Academy-Worcester,MA,42.263673,-71.807728,3
Upper Cape Cod Regional Technical School,MA,41.745328,-70.578837,3
All-State Career-Baltimore,MD,39.264664,-76.544942,3
Academy of Hair Design-Jackson,MS,32.376376,-90.147044,2
KC's School of Hair Design,MS,34.255441999999995,-89.01870500000004,3
Lincoln Technical Institute-Moorestown,NJ,39.94847,-74.95563100000003,3
Monmouth County Vocational School District,NJ,40.26109,-74.24914799999998,3
Brightwood College-Las Vegas,NV,36.143306,-115.18858700000001,2
Beauty School of Middletown,NY,41.424621,-74.428046,3
Bryant & Stratton College-Southtowns,NY,42.790162,-78.768896,1
Continental School of Beauty Culture-Olean,NY,42.084487,-78.428158,3
National Tractor Trailer School Inc-Buffalo,NY,42.864978,-78.85639300000003,3
Yeshiva Gedolah Imrei Yosef D'spinka,NY,40.628468,-73.992328,1
Knox County Career Center,OH,40.375889,-82.475117,3
Madison Adult Career Center,OH,40.774328000000004,-82.460912,2
Remington College-Cleveland Campus,OH,41.422951,-81.579347,2
Toledo Academy of Beauty Culture-East,OH,41.638647,-83.469064,2
U S Grant Joint Vocational School,OH,38.969393,-84.094071,2
Chisholm Trail Technology Center,OK,35.84220999999999,-98.20184,3
Gordon Cooper Technology Center,OK,35.380321,-96.908013,2
Kiamichi Technology Center-Atoka,OK,34.395445,-96.15319699999999,3
Kiamichi Technology Center-Durant,OK,33.945957,-96.406143,2
Kiamichi Technology Center-Hugo,OK,34.00832,-95.494474,3
Kiamichi Technology Center-McAlester,OK,34.924172999999996,-95.745999,3
Kiamichi Technology Center-Idabel,OK,33.921859999999995,-94.77499300000001,3
Kiamichi Technology Center-Poteau,OK,35.038045000000004,-94.63541500000001,3
Kiamichi Technology Center-Spiro,OK,35.23804699999999,-94.62918499999999,3
Kiamichi Technology Centers-Talihina Campus,OK,34.757798,-95.084414,3
YTI Career Institute-Altoona,PA,40.48539,-78.395445,2
Eastern Center for Arts and Technology,PA,40.158437,-75.108649,3
Empire Beauty School-Center City Philadelphia,PA,39.950921,-75.166566,3
CEM College-Humacao,PR,18.148771,-65.821107,1
Colegio Mayor de Tecnologia Inc,PR,17.968588,-66.06183100000001,3
Institucion Chaviano de Mayaguez,PR,18.200763000000002,-67.137002,3
EDIC College,PR,18.242588,-66.025311,1
Liceo de Arte-Dise-O y Comercio,PR,18.233122,-66.03405699999999,3
Universal Technology College of Puerto Rico,PR,18.42812,-67.15562800000001,1
Academy of Hair Technology,SC,34.874681,-82.327426,3
Mr Wayne's School of Unisex Hair Design,TN,36.158772,-85.512381,3
Queen City College,TN,36.573521,-87.40870600000002,3
College of the Marshall Islands,MH,7.1026880000000014,171.378129,2
Remington College-Fort Worth Campus,TX,32.776152,-97.213702,1
UCAS University of Cosmetology Arts & Sciences,TX,29.354353999999997,-98.484836,3
School of Automotive Machinists & Technology,TX,29.805165999999996,-95.476017,2
SW School of Business and Technical Careers-Cosmetology,TX,29.457062,-98.498977,3
SW School of Business and Technical Careers,TX,28.707864,-100.50600899999999,3
Texas College of Cosmetology-Abilene,TX,32.448890999999996,-99.747159,3
Vista College-Online,TX,32.95518,-96.768201,1
Centura College-Newport News,VA,37.140484,-76.517328,2
Centura College-Norfolk,VA,36.908434,-76.232569,2
Virginia Beach City Public Schools School of Practical Nursing,VA,36.743065,-76.074108,3
Northwest College of Art & Design,WA,47.25249,-122.43885,1
University of Washington-Bothell Campus,WA,47.759772999999996,-122.19129299999999,1
University of Washington-Tacoma Campus,WA,47.244594,-122.43854099999999,1
Valley College-Beckley,WV,37.789287,-81.187539,2
Valley College-Martinsburg,WV,39.486897,-77.959272,2
Valley College-Princeton,WV,37.369159,-81.091858,2
Bellus Academy-Poway,CA,32.957184000000005,-117.04253100000001,2
Capstone College,CA,34.165741,-118.149478,3
Central Coast College,CA,36.669595,-121.655643,2
Pacific College of Oriental Medicine-San Diego,CA,32.778391,-117.16073,1
Artistic Nails and Beauty Academy-Tampa,FL,27.95135800000001,-82.403486,3
National Aviation Academy of Tampa Bay,FL,27.894840000000002,-82.721372,2
Madison Oneida BOCES-Practical Nursing Program,NY,43.212894,-75.461279,3
Astrodome Career Centers,TX,29.679465000000004,-95.421747,3
Center for Advanced Legal Studies,TX,29.75302000000001,-95.55883100000001,2
Houston Training School-Main Campus,TX,29.772909999999996,-95.24417,3
Bay Mills Community College,MI,46.454584000000004,-84.607089,2
Fond du Lac Tribal and Community College,MN,46.690069,-92.451326,2
Northwest Indian College,WA,48.794131,-122.61465600000001,1
Provo College,UT,40.245294,-111.68431000000001,1
Paul Mitchell the School-Provo,UT,40.24048,-111.64216100000002,3
University of Phoenix-Utah,UT,40.653835,-111.904474,1
Cortiva Institute-Salt Lake,UT,40.768488,-111.882079,3
CET-Coachella,CA,33.692248,-116.185875,3
CET-Oxnard,CA,34.194208,-119.18145,3
CET-Santa Maria,CA,34.943576,-120.441978,3
Massage Therapy Institute of Colorado,CO,39.739437,-104.960118,3
Michigan College of Beauty-Troy,MI,42.570337,-83.12734,3
Ogle School Hair Skin Nails-Dallas,TX,32.836833,-96.754693,3
Faust Institute of Cosmetology-Spirit Lake,IA,43.421409999999995,-95.113596,2
Cheeks Beauty Academy,CO,40.445169,-105.07833400000001,3
Colorado School of Healing Arts,CO,39.69703300000001,-105.082406,2
Healing Arts Institute,CO,40.531914,-105.042377,3
Los Angeles ORT College-Van Nuys Campus,CA,34.184896,-118.449629,2
University of Phoenix-Puerto Rico,PR,18.406323999999998,-66.106413,1
Mt. Diablo Adult Education-Mt. Diablo USD,CA,37.96885200000001,-122.02680500000001,3
Royale College of Beauty and Barbering,CA,33.515476,-117.16454099999999,3
Greater Lowell Technical School,MA,42.653908,-71.38618000000002,3
Academy of Hair Design-Pearl,MS,32.281983000000004,-90.11512900000001,2
King's College,NC,35.213399,-80.822283,2
Miller-Motte Technical College-Clarksville,TN,36.556237,-87.32533000000002,2
Genesis Career College-Lebanon,TN,36.21618,-86.337952,3
Brightwood College-Dallas,TX,32.912085999999995,-96.892036,2
Star College of Cosmetology 2,TX,32.347643,-95.295738,3
Southwest Collegiate Institute for the Deaf,TX,32.226498,-101.50294,2
Fortis College-Richmond,VA,37.58153,-77.488437,2
Hacienda La Puente Adult Education,CA,34.044112,-117.97955900000001,2
La Belle Beauty Academy,FL,25.769614,-80.31582,3
Hawaii Community College,HI,19.704756,-155.06965300000005,2
Robert Fiance Beauty Schools-North Plainfield,NJ,40.622543,-74.427019,3
Long Island Beauty School-Hauppauge,NY,40.828573,-73.200285,3
Buckeye Joint Vocational School,OH,40.470531,-81.401957,3
Sandusky Career Center,OH,41.43483,-82.71206,3
Greater Altoona Career & Technology Center,PA,40.508337,-78.398094,3
Central Texas Beauty College-Temple,TX,31.084871000000003,-97.379234,3
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,NY,42.110198,-79.387599,3
Empire Beauty School-Brooklyn,NY,40.599278999999996,-73.989884,3
Houston Training School-Gulfgate,TX,29.706531,-95.30400300000001,3
Antonelli College-Hattiesburg,MS,31.349549,-89.33569200000002,2
Eastern New Mexico University Ruidoso Branch Community College,NM,33.346376,-105.677273,2
United Education Institute-Ontario,CA,34.0694,-117.54773300000001,3
United Education Institute-Encino,CA,34.170204999999996,-118.50213000000001,3
Beacon College,FL,28.811281,-81.87415,1
Estrella Mountain Community College,AZ,33.480722,-112.343158,2
Heartland Community College,IL,40.53301,-89.014776,2
University of the Potomac-Washington DC Campus,DC,38.90054,-77.032531,1
Rabbi Jacob Joseph School,NJ,40.501001,-74.397954,1
The Salon Professional Academy-Melbourne,FL,28.081445000000002,-80.651439,3
Fortis Institute-Scranton,PA,41.417103999999995,-75.65168299999998,2
Milan Institute of Cosmetology,NV,39.486036999999996,-119.78844199999999,3
Everglades University,FL,26.391218,-80.108331,1
Seminar L'moros Bais Yaakov,NY,40.634863,-73.985376,2
Herzing University-Winter Park,FL,28.615784,-81.312669,1
Fairview Beauty Academy,OH,41.439325,-81.870592,2
Cortiva Institute-Pompano,FL,26.275351,-80.150541,2
National College-Nashville,TN,36.044924,-86.701121,2
College of Biblical Studies-Houston,TX,29.716676,-95.506559,1
Inner State Beauty School,OH,41.519527000000004,-81.494178,2
Virginia College-Pensacola,FL,30.534252000000002,-87.259089,2
Mid-EastCTC-Adult Education,OH,39.937191999999996,-81.976056,3
Everest University-South Orlando,FL,28.434702,-81.42694200000003,1
Polaris Career Center,OH,41.3644,-81.832474,3
P&A Scholars Beauty School,MI,42.376090999999995,-83.157878,3
ASM Beauty World Academy,FL,26.047181,-80.232314,3
Sharps Academy of Hair Styling,MI,42.912036,-83.624526,3
The College of Health Care Professions-Northwest,TX,29.799602,-95.454298,1
School of Professional Horticulture New York Botanical Garden,NY,40.866741999999995,-73.878164,2
Fortis College,TX,29.732861,-95.64832,2
Watkins College of Art Design & Film,TN,36.194659,-86.805888,1
Alhambra Beauty College,CA,34.093916,-118.12904099999999,3
UEI College-Gardena,CA,33.893015999999996,-118.28723400000001,3
Asian-American International Beauty College,CA,33.759524,-117.991643,3
Copper Mountain Community College,CA,34.140464,-116.213939,2
Diversified Vocational College,CA,34.056102,-118.272364,3
UEI College-Fresno,CA,36.782858000000004,-119.789002,3
Mt Sierra College,CA,34.142703999999995,-117.987321,1
Santiago Canyon College,CA,33.795449,-117.76676200000001,2
Southern California Institute of Technology,CA,33.8381,-117.95066100000001,1
Soka University of America,CA,33.554546,-117.735344,1
Summit College,CA,34.056313,-117.304456,3
Advance Beauty College,CA,33.759904999999996,-117.95263700000001,3
World Mission University,CA,34.064918,-118.289484,1
Cannella School of Hair Design-Blue Island,IL,41.657848,-87.679865,3
John Amico School of Hair Design,IL,41.613957,-87.736464,3
Delta College Inc,LA,30.467468,-90.08669499999999,3
Southwest University of Visual Arts-Albuquerque,NM,35.088817999999996,-106.589352,1
Tri-State Cosmetology Institute,TX,31.749969,-106.3372,3
Frontier Community College,IL,38.380271,-88.39219399999998,2
Lincoln Trail College,IL,39.01958,-87.689001,2
Wabash Valley College,IL,38.42889,-87.778448,2
American Institute of Interior Design,AZ,33.604859999999995,-111.71508100000001,3
Brookline College-Tempe,AZ,33.4163,-111.96136499999999,2
Schiller International University,FL,27.893935,-82.757492,1
Vatterott College-Springfield,MO,37.1441,-93.294436,2
Vatterott College-Joplin,MO,37.082044,-94.501921,2
Vatterott College-Kansas City,MO,39.16649,-94.496271,2
Coconino Community College,AZ,35.171328,-111.64563100000001,2
Emma's Beauty Academy-Juana Diaz,PR,18.041587,-66.504191,3
Franklin Academy,TN,35.191417,-84.881446,3
Columbia Central University-Yauco,PR,18.034518,-66.849099,1
Pima Medical Institute-Denver,CO,39.831679,-105.00251999999999,2
ASA College,NY,40.692405,-73.986027,2
Ohio State School of Cosmetology-Heath,OH,40.03011,-82.440975,2
Ohio State School of Cosmetology,OH,40.588451,-83.127863,2
Yeshivas Novominsk,NY,40.623293,-73.990095,1
Southern Careers Institute-Corpus Christi,TX,27.68504,-97.36314499999999,3
Kiamichi Technology Center-Stigler,OK,35.24802800000001,-95.107964,3
Rabbinical College of Ohr Shimon Yisroel,NY,40.704389,-73.956772,1
Carroll Community College,MD,39.531805,-76.991113,2
University of Phoenix-New Mexico,NM,35.197176,-106.58035100000001,1
Galen College of Nursing-Tampa Bay,FL,27.865391,-82.648151,2
Galen College of Nursing-San Antonio,TX,29.507685,-98.58565300000001,1
